source,target,weight,type
300,504,1,directed
300,510,1,directed
300,545,5,directed
300,551,1,directed
300,554,1,directed
300,557,1,directed
301,26,2,directed
301,95,2,directed
301,105,1,directed
301,140,1,directed
301,222,1,directed
301,264,1,directed
301,273,1,directed
301,296,1,directed
301,309,1,directed
301,317,1,directed
301,425,1,directed
301,484,1,directed
301,512,1,directed
301,518,1,directed
301,548,24,directed
301,553,11,directed
302,54,1,directed
302,132,1,directed
302,139,1,directed
302,208,2,directed
302,419,1,directed
302,546,1,directed
302,555,1,directed
302,557,1,directed
304,7,1,directed
304,10,2,directed
304,12,1,directed
304,21,6,directed
304,23,5,directed
304,26,2,directed
304,27,5,directed
304,28,3,directed
304,42,5,directed
304,43,1,directed
304,62,17,directed
304,87,14,directed
304,97,10,directed
304,107,45,directed
304,112,18,directed
304,127,1,directed
304,140,1,directed
304,141,1,directed
304,164,5,directed
304,180,2,directed
304,199,9,directed
304,220,3,directed
304,223,1,directed
304,227,1,directed
304,228,57,directed
304,251,7,directed
304,256,1,directed
304,258,5,directed
304,263,1,directed
304,273,1,directed
304,276,60,directed
304,279,1,directed
304,284,6,directed
304,343,2,directed
304,363,1,directed
304,383,11,directed
304,406,1,directed
304,453,2,directed
304,456,1,directed
304,463,3,directed
304,476,3,directed
304,481,1,directed
304,485,1,directed
304,486,5,directed
304,518,5,directed
304,533,2,directed
304,541,12,directed
304,544,3,directed
304,545,1,directed
304,546,2,directed
304,548,6,directed
304,549,1,directed
304,551,1,directed
304,552,2,directed
304,553,2,directed
304,554,335,directed
304,557,15,directed
305,45,6,directed
305,444,1,directed
305,457,1,directed
306,7,17,directed
306,8,1,directed
306,14,11,directed
306,18,7,directed
306,21,1,directed
306,26,3,directed
306,28,1,directed
306,37,1,directed
306,45,1,directed
306,48,2,directed
306,54,1,directed
306,61,5,directed
306,62,3,directed
306,69,1,directed
306,70,1,directed
306,71,2,directed
306,97,30,directed
306,103,1,directed
306,107,1,directed
306,113,1,directed
306,127,1,directed
306,134,2,directed
306,140,5,directed
306,149,1,directed
306,153,3,directed
306,158,1,directed
306,170,1,directed
306,205,87,directed
306,206,1,directed
306,208,2,directed
306,218,1,directed
306,221,1,directed
306,222,1,directed
306,227,5,directed
306,233,2,directed
306,248,5,directed
306,251,5,directed
306,256,1,directed
306,258,2,directed
306,263,3,directed
306,276,21,directed
306,280,4,directed
306,284,27,directed
306,287,6,directed
306,306,1,directed
306,307,1,directed
306,317,1,directed
306,327,3,directed
306,336,22,directed
306,347,1,directed
306,353,1,directed
306,362,1,directed
306,366,81,directed
306,385,1,directed
306,388,3,directed
306,396,2,directed
306,404,1,directed
306,406,8,directed
306,409,13,directed
306,425,2,directed
306,437,1,directed
306,456,34,directed
306,463,1,directed
306,474,1,directed
306,485,5,directed
306,486,1,directed
306,493,1,directed
306,503,1,directed
306,515,4,directed
306,517,4,directed
306,519,1,directed
306,528,1,directed
306,541,8,directed
306,544,42,directed
306,545,31,directed
306,546,42,directed
306,547,9,directed
306,548,24,directed
306,549,26,directed
306,551,21,directed
306,552,9,directed
306,553,2,directed
306,554,40,directed
306,555,19,directed
306,557,12,directed
307,62,1,directed
307,79,1,directed
307,84,2,directed
307,86,1,directed
307,97,2,directed
307,103,4,directed
307,133,3,directed
307,150,1,directed
307,152,3,directed
307,196,1,directed
307,251,2,directed
307,256,2,directed
307,265,1,directed
307,343,30,directed
307,353,1,directed
307,361,1,directed
307,385,6,directed
307,411,2,directed
307,437,1,directed
307,444,1,directed
307,445,2,directed
307,478,6,directed
307,501,3,directed
307,544,1,directed
307,546,7,directed
307,548,1,directed
307,549,1,directed
307,551,10,directed
307,552,23,directed
307,553,2,directed
307,554,4,directed
307,555,4,directed
307,557,2,directed
308,7,12,directed
308,18,1,directed
308,20,3,directed
308,66,1,directed
308,97,1,directed
308,101,2,directed
308,123,1,directed
308,130,3,directed
308,222,7,directed
308,233,2,directed
308,252,4,directed
308,263,2,directed
308,264,1,directed
308,273,1,directed
308,281,1,directed
308,300,3,directed
308,376,1,directed
308,381,1,directed
308,383,1,directed
308,389,1,directed
308,404,6,directed
308,438,1,directed
308,450,1,directed
308,456,1,directed
308,495,1,directed
308,518,2,directed
308,546,1,directed
308,549,2,directed
308,551,59,directed
308,554,1,directed
308,555,5,directed
308,557,3,directed
309,158,1,directed
309,287,1,directed
309,431,1,directed
309,548,5,directed
309,551,1,directed
309,553,16,directed
309,555,1,directed
309,557,1,directed
310,2,5,directed
310,4,1,directed
310,19,2,directed
310,26,1,directed
310,46,2,directed
310,53,1,directed
310,58,2,directed
310,60,1,directed
310,74,1,directed
310,83,6,directed
310,97,1,directed
310,105,2,directed
310,126,2,directed
310,140,2,directed
310,147,2,directed
310,152,1,directed
310,214,3,directed
310,221,3,directed
310,241,2,directed
310,256,1,directed
310,263,2,directed
310,264,2,directed
310,267,1,directed
310,269,1,directed
310,271,1,directed
310,273,2,directed
310,279,1,directed
310,287,2,directed
310,296,1,directed
310,297,1,directed
310,317,3,directed
310,333,1,directed
310,343,1,directed
310,356,1,directed
310,360,1,directed
310,385,1,directed
310,388,2,directed
310,411,6,directed
310,451,2,directed
310,456,6,directed
310,477,2,directed
310,482,3,directed
310,499,1,directed
310,504,2,directed
310,520,2,directed
310,526,1,directed
310,545,2,directed
310,546,1,directed
310,548,22,directed
310,549,1,directed
310,551,11,directed
310,552,6,directed
310,553,40,directed
310,554,1,directed
310,555,1,directed
311,7,4,directed
311,16,1,directed
311,97,1,directed
311,172,1,directed
311,176,4,directed
311,180,1,directed
311,227,1,directed
311,276,1,directed
311,396,1,directed
311,545,1,directed
311,546,3,directed
311,551,14,directed
311,553,1,directed
311,554,1,directed
311,555,6,directed
311,557,4,directed
312,391,1,directed
312,440,1,directed
312,545,1,directed
313,47,1,directed
313,55,1,directed
313,92,1,directed
313,103,17,directed
313,117,1,directed
313,143,1,directed
313,165,2,directed
313,178,1,directed
313,197,1,directed
313,227,1,directed
313,270,1,directed
313,277,4,directed
313,287,1,directed
313,298,2,directed
313,323,1,directed
313,344,1,directed
313,391,20,directed
313,404,4,directed
313,406,1,directed
313,407,1,directed
313,421,1,directed
313,434,1,directed
313,440,2,directed
313,448,1,directed
313,476,7,directed
313,484,1,directed
313,533,3,directed
313,545,16,directed
313,551,19,directed
313,552,1,directed
313,555,1,directed
313,557,8,directed
315,549,1,directed
316,196,1,directed
316,197,1,directed
316,331,1,directed
316,339,1,directed
316,396,3,directed
316,456,1,directed
316,510,1,directed
316,546,1,directed
316,551,1,directed
317,7,1,directed
317,10,2,directed
317,14,1,directed
317,18,3,directed
317,19,1,directed
317,21,1,directed
317,26,3,directed
317,34,14,directed
317,39,1,directed
317,46,2,directed
317,54,1,directed
317,55,1,directed
317,62,1,directed
317,71,1,directed
317,74,1,directed
317,79,2,directed
317,82,3,directed
317,83,3,directed
317,97,2,directed
317,112,2,directed
317,121,1,directed
317,123,1,directed
317,126,1,directed
317,140,2,directed
317,143,3,directed
317,153,5,directed
317,155,2,directed
317,176,1,directed
317,177,2,directed
317,185,1,directed
317,195,1,directed
317,196,9,directed
317,206,6,directed
317,214,2,directed
317,221,19,directed
317,227,4,directed
317,264,3,directed
317,273,2,directed
317,274,1,directed
317,276,4,directed
317,282,87,directed
317,286,2,directed
317,287,3,directed
317,296,7,directed
317,300,2,directed
317,301,1,directed
317,309,1,directed
317,310,1,directed
317,327,1,directed
317,333,1,directed
317,335,1,directed
317,344,2,directed
317,363,1,directed
317,369,2,directed
317,375,1,directed
317,382,4,directed
317,385,10,directed
317,388,6,directed
317,395,1,directed
317,397,1,directed
317,417,1,directed
317,418,2,directed
317,456,11,directed
317,474,2,directed
317,476,5,directed
317,477,5,directed
317,478,3,directed
317,482,2,directed
317,485,1,directed
317,501,1,directed
317,503,1,directed
317,504,8,directed
317,511,1,directed
317,518,1,directed
317,541,2,directed
317,545,5,directed
317,546,15,directed
317,547,8,directed
317,548,61,directed
317,549,6,directed
317,551,9,directed
317,552,1,directed
317,553,49,directed
317,554,12,directed
317,555,10,directed
317,557,2,directed
318,45,1,directed
318,71,1,directed
318,173,1,directed
318,205,2,directed
318,382,2,directed
318,457,1,directed
318,541,1,directed
318,544,2,directed
318,546,2,directed
319,42,3,directed
319,54,1,directed
319,62,4,directed
319,103,1,directed
319,107,1,directed
319,112,2,directed
319,157,4,directed
319,169,1,directed
319,197,3,directed
319,237,5,directed
319,258,1,directed
319,276,4,directed
319,284,4,directed
319,294,3,directed
319,335,1,directed
319,340,1,directed
319,407,1,directed
319,409,2,directed
319,418,3,directed
319,453,1,directed
319,463,6,directed
319,476,1,directed
319,503,3,directed
319,517,3,directed
319,544,1,directed
319,546,1,directed
319,554,19,directed
320,158,1,directed
320,543,1,directed
320,545,10,directed
320,551,21,directed
320,555,1,directed
320,557,1,directed
321,134,1,directed
321,276,1,directed
322,7,8,directed
322,14,4,directed
322,16,2,directed
322,18,5,directed
322,26,1,directed
322,42,2,directed
322,54,1,directed
322,55,3,directed
322,62,1,directed
322,78,4,directed
322,86,1,directed
322,97,1,directed
322,118,1,directed
322,127,2,directed
322,137,1,directed
322,144,1,directed
322,152,3,directed
322,158,2,directed
322,176,2,directed
322,184,2,directed
322,189,1,directed
322,194,1,directed
322,197,1,directed
322,201,1,directed
322,216,1,directed
322,220,1,directed
322,227,1,directed
322,248,1,directed
322,251,1,directed
322,253,2,directed
322,256,5,directed
322,258,1,directed
322,265,2,directed
322,267,1,directed
322,271,3,directed
322,273,3,directed
322,276,2,directed
322,307,1,directed
322,327,1,directed
322,334,1,directed
322,343,2,directed
322,344,1,directed
322,353,2,directed
322,361,2,directed
322,383,7,directed
322,394,1,directed
322,396,3,directed
322,397,4,directed
322,411,1,directed
322,423,1,directed
322,436,1,directed
322,465,1,directed
322,476,1,directed
322,481,1,directed
322,496,1,directed
322,503,4,directed
322,513,1,directed
322,515,16,directed
322,530,1,directed
322,545,1,directed
322,546,12,directed
322,549,8,directed
322,551,8,directed
322,552,13,directed
322,553,8,directed
322,554,6,directed
322,555,2,directed
322,557,3,directed
323,14,1,directed
323,16,1,directed
323,20,1,directed
323,22,1,directed
323,69,1,directed
323,79,1,directed
323,97,5,directed
323,145,2,directed
323,153,1,directed
323,176,1,directed
323,178,1,directed
323,220,1,directed
323,234,2,directed
323,253,1,directed
323,256,1,directed
323,263,4,directed
323,265,2,directed
323,276,1,directed
323,287,3,directed
323,295,1,directed
323,326,2,directed
323,330,2,directed
323,353,7,directed
323,355,4,directed
323,389,2,directed
323,391,4,directed
323,404,2,directed
323,440,1,directed
323,456,1,directed
323,460,9,directed
323,494,1,directed
323,515,8,directed
323,533,2,directed
323,541,1,directed
323,544,1,directed
323,545,3,directed
323,546,2,directed
323,551,132,directed
323,554,1,directed
323,555,2,directed
323,557,4,directed
325,14,1,directed
325,21,1,directed
325,46,1,directed
325,84,1,directed
325,97,1,directed
325,176,1,directed
325,221,2,directed
325,263,2,directed
325,267,2,directed
325,297,1,directed
325,385,1,directed
325,393,1,directed
325,401,1,directed
325,443,1,directed
325,482,2,directed
325,485,3,directed
325,504,1,directed
325,521,1,directed
325,546,3,directed
325,548,2,directed
325,551,9,directed
325,552,2,directed
325,553,25,directed
325,554,3,directed
325,555,9,directed
325,557,4,directed
326,1,5,directed
326,7,1,directed
326,29,1,directed
326,37,2,directed
326,38,1,directed
326,52,1,directed
326,54,3,directed
326,97,2,directed
326,134,1,directed
326,138,2,directed
326,153,4,directed
326,161,1,directed
326,176,1,directed
326,177,1,directed
326,200,1,directed
326,208,1,directed
326,211,1,directed
326,218,1,directed
326,220,1,directed
326,221,1,directed
326,271,1,directed
326,281,1,directed
326,302,1,directed
326,323,3,directed
326,353,1,directed
326,356,1,directed
326,388,1,directed
326,395,1,directed
326,432,1,directed
326,456,3,directed
326,468,1,directed
326,471,1,directed
326,472,1,directed
326,491,2,directed
326,515,2,directed
326,516,1,directed
326,541,1,directed
326,545,10,directed
326,546,26,directed
326,547,2,directed
326,548,4,directed
326,549,1,directed
326,551,4,directed
326,555,45,directed
326,557,7,directed
327,14,1,directed
327,16,3,directed
327,29,1,directed
327,45,1,directed
327,52,1,directed
327,69,1,directed
327,70,1,directed
327,97,8,directed
327,103,1,directed
327,113,1,directed
327,127,1,directed
327,199,2,directed
327,219,1,directed
327,220,2,directed
327,241,1,directed
327,263,5,directed
327,273,3,directed
327,276,3,directed
327,282,1,directed
327,377,1,directed
327,456,1,directed
327,461,1,directed
327,472,1,directed
327,476,2,directed
327,544,1,directed
327,545,1,directed
327,546,1,directed
327,547,1,directed
327,548,1,directed
327,551,7,directed
327,552,1,directed
327,553,1,directed
327,555,3,directed
329,84,1,directed
329,86,1,directed
329,118,1,directed
329,158,8,directed
329,182,1,directed
329,184,2,directed
329,216,1,directed
329,225,1,directed
329,252,1,directed
329,267,1,directed
329,479,2,directed
329,503,2,directed
329,514,1,directed
329,552,5,directed
330,82,1,directed
330,233,1,directed
330,258,1,directed
330,276,1,directed
330,287,8,directed
330,478,1,directed
330,503,1,directed
330,515,3,directed
330,544,1,directed
330,545,2,directed
330,551,3,directed
330,552,2,directed
330,553,1,directed
330,554,21,directed
330,555,3,directed
331,7,1,directed
331,9,4,directed
331,16,1,directed
331,18,2,directed
331,19,1,directed
331,22,2,directed
331,79,6,directed
331,89,3,directed
331,94,3,directed
331,103,1,directed
331,111,1,directed
331,131,2,directed
331,137,2,directed
331,149,1,directed
331,158,4,directed
331,201,1,directed
331,206,1,directed
331,208,2,directed
331,232,1,directed
331,256,1,directed
331,274,2,directed
331,287,14,directed
331,295,2,directed
331,316,3,directed
331,323,1,directed
331,330,1,directed
331,337,1,directed
331,343,1,directed
331,344,1,directed
331,378,2,directed
331,387,2,directed
331,389,1,directed
331,394,1,directed
331,395,11,directed
331,396,1,directed
331,404,2,directed
331,421,1,directed
331,440,1,directed
331,456,1,directed
331,460,1,directed
331,465,1,directed
331,484,1,directed
331,494,1,directed
331,531,1,directed
331,533,2,directed
331,545,12,directed
331,546,1,directed
331,551,14,directed
331,552,1,directed
331,554,2,directed
331,555,1,directed
331,557,7,directed
332,24,1,directed
332,69,3,directed
332,97,1,directed
332,146,1,directed
332,148,3,directed
332,152,1,directed
332,352,1,directed
332,544,4,directed
332,553,1,directed
333,39,1,directed
333,77,4,directed
333,105,1,directed
333,158,1,directed
333,201,1,directed
333,216,1,directed
333,227,1,directed
333,287,7,directed
333,292,1,directed
333,333,1,directed
333,347,1,directed
333,456,2,directed
333,511,3,directed
333,517,1,directed
333,545,3,directed
333,546,2,directed
333,548,26,directed
333,549,2,directed
333,551,2,directed
333,552,1,directed
333,553,334,directed
333,554,2,directed
333,555,2,directed
333,557,3,directed
334,1,1,directed
334,7,13,directed
334,13,1,directed
334,14,2,directed
334,18,1,directed
334,84,1,directed
334,118,1,directed
334,123,1,directed
334,152,1,directed
334,194,4,directed
334,208,1,directed
334,220,3,directed
334,248,5,directed
334,253,1,directed
334,310,1,directed
334,353,1,directed
334,361,2,directed
334,393,1,directed
334,395,1,directed
334,496,1,directed
334,502,5,directed
334,513,1,directed
334,514,1,directed
334,545,1,directed
334,546,3,directed
334,551,1,directed
334,552,6,directed
334,554,1,directed
334,555,9,directed
335,34,1,directed
335,74,1,directed
335,77,2,directed
335,103,6,directed
335,117,3,directed
335,140,2,directed
335,143,2,directed
335,147,3,directed
335,165,3,directed
335,191,3,directed
335,264,2,directed
335,273,3,directed
335,276,1,directed
335,277,3,directed
335,280,3,directed
335,287,8,directed
335,319,3,directed
335,333,5,directed
335,335,1,directed
335,396,3,directed
335,456,1,directed
335,504,3,directed
335,511,2,directed
335,512,3,directed
335,539,2,directed
335,546,2,directed
335,548,3,directed
335,551,4,directed
335,553,8,directed
336,5,1,directed
336,7,75,directed
336,8,1,directed
336,10,1,directed
336,13,3,directed
336,18,3,directed
336,23,3,directed
336,42,1,directed
336,54,1,directed
336,57,1,directed
336,62,1,directed
336,79,1,directed
336,82,1,directed
336,87,1,directed
336,89,3,directed
336,99,3,directed
336,107,5,directed
336,112,5,directed
336,127,1,directed
336,130,3,directed
336,157,3,directed
336,170,1,directed
336,183,7,directed
336,189,2,directed
336,194,1,directed
336,196,1,directed
336,197,2,directed
336,199,1,directed
336,208,1,directed
336,223,1,directed
336,227,1,directed
336,228,5,directed
336,233,5,directed
336,237,1,directed
336,248,2,directed
336,251,2,directed
336,258,1,directed
336,263,1,directed
336,266,1,directed
336,272,2,directed
336,273,1,directed
336,276,7,directed
336,278,3,directed
336,284,2,directed
336,383,4,directed
336,388,1,directed
336,406,7,directed
336,409,4,directed
336,418,1,directed
336,443,1,directed
336,453,4,directed
336,476,4,directed
336,481,1,directed
336,485,1,directed
336,486,4,directed
336,488,2,directed
336,492,1,directed
336,497,1,directed
336,499,2,directed
336,500,1,directed
336,502,18,directed
336,503,2,directed
336,517,9,directed
336,523,1,directed
336,527,3,directed
336,544,1,directed
336,545,1,directed
336,546,2,directed
336,547,26,directed
336,548,2,directed
336,549,11,directed
336,551,3,directed
336,552,4,directed
336,553,1,directed
336,554,129,directed
336,555,5,directed
337,7,8,directed
337,16,1,directed
337,47,4,directed
337,48,1,directed
337,54,4,directed
337,94,4,directed
337,103,2,directed
337,112,2,directed
337,134,1,directed
337,149,5,directed
337,153,1,directed
337,161,1,directed
337,177,1,directed
337,197,1,directed
337,218,5,directed
337,251,5,directed
337,258,1,directed
337,266,3,directed
337,270,3,directed
337,282,1,directed
337,287,1,directed
337,292,4,directed
337,316,8,directed
337,395,1,directed
337,396,24,directed
337,398,2,directed
337,399,1,directed
337,421,1,directed
337,438,1,directed
337,456,4,directed
337,461,1,directed
337,471,1,directed
337,472,1,directed
337,484,4,directed
337,485,1,directed
337,499,1,directed
337,501,2,directed
337,503,8,directed
337,510,3,directed
337,515,1,directed
337,517,1,directed
337,524,1,directed
337,530,3,directed
337,531,2,directed
337,541,1,directed
337,546,27,directed
337,547,2,directed
337,554,3,directed
337,555,159,directed
339,158,5,directed
339,234,1,directed
339,274,1,directed
339,276,3,directed
339,320,1,directed
339,339,2,directed
339,353,1,directed
339,463,1,directed
339,485,1,directed
339,501,1,directed
339,545,30,directed
339,551,37,directed
339,554,2,directed
339,557,2,directed
340,62,1,directed
340,97,1,directed
340,276,2,directed
340,284,2,directed
340,319,1,directed
340,383,1,directed
340,463,1,directed
340,493,1,directed
340,546,1,directed
340,554,5,directed
341,49,1,directed
341,62,1,directed
341,71,1,directed
341,92,1,directed
341,277,1,directed
341,280,1,directed
341,339,1,directed
341,352,1,directed
341,544,2,directed
341,548,1,directed
341,555,1,directed
341,557,1,directed
342,176,1,directed
343,7,1,directed
343,25,1,directed
343,26,1,directed
343,47,1,directed
343,58,1,directed
343,66,1,directed
343,84,3,directed
343,97,1,directed
343,127,2,directed
343,132,1,directed
343,134,1,directed
343,144,1,directed
343,152,4,directed
343,180,1,directed
343,184,1,directed
343,195,1,directed
343,206,1,directed
343,225,3,directed
343,227,1,directed
343,228,1,directed
343,251,2,directed
343,256,14,directed
343,263,2,directed
343,265,2,directed
343,270,1,directed
343,271,1,directed
343,276,3,directed
343,287,1,directed
343,307,15,directed
343,322,1,directed
343,343,2,directed
343,361,1,directed
343,385,3,directed
343,394,8,directed
343,406,1,directed
343,411,1,directed
343,423,1,directed
343,437,2,directed
343,472,1,directed
343,476,1,directed
343,478,5,directed
343,480,1,directed
343,485,1,directed
343,488,2,directed
343,503,1,directed
343,511,1,directed
343,515,1,directed
343,541,7,directed
343,543,1,directed
343,545,1,directed
343,546,6,directed
343,549,7,directed
343,551,1,directed
343,552,42,directed
343,555,2,directed
343,557,7,directed
344,7,1,directed
344,14,2,directed
344,16,3,directed
344,21,1,directed
344,25,1,directed
344,54,1,directed
344,55,1,directed
344,65,1,directed
344,79,2,directed
344,82,3,directed
344,84,1,directed
344,112,2,directed
344,127,2,directed
344,185,1,directed
344,194,2,directed
344,197,1,directed
344,218,1,directed
344,258,1,directed
344,270,1,directed
344,276,1,directed
344,287,14,directed
344,313,1,directed
344,322,3,directed
344,337,2,directed
344,347,2,directed
344,353,3,directed
344,396,1,directed
344,405,1,directed
344,436,1,directed
344,484,1,directed
344,497,2,directed
344,502,1,directed
344,510,1,directed
344,531,2,directed
344,549,2,directed
344,552,13,directed
344,554,1,directed
344,557,1,directed
347,21,2,directed
347,37,1,directed
347,79,1,directed
347,97,1,directed
347,132,1,directed
347,227,1,directed
347,287,1,directed
347,425,1,directed
347,434,1,directed
347,515,1,directed
347,545,1,directed
347,557,1,directed
348,178,5,directed
348,256,3,directed
348,276,1,directed
348,288,1,directed
348,297,2,directed
348,390,1,directed
348,545,2,directed
348,551,5,directed
348,555,1,directed
348,557,1,directed
352,287,1,directed
352,347,1,directed
352,544,1,directed
353,7,1,directed
353,14,6,directed
353,16,1,directed
353,21,2,directed
353,29,1,directed
353,47,2,directed
353,68,2,directed
353,78,2,directed
353,79,1,directed
353,84,1,directed
353,97,1,directed
353,118,1,directed
353,121,1,directed
353,123,5,directed
353,127,3,directed
353,137,2,directed
353,140,1,directed
353,143,2,directed
353,144,1,directed
353,149,1,directed
353,152,3,directed
353,158,3,directed
353,177,1,directed
353,184,1,directed
353,194,1,directed
353,206,1,directed
353,220,1,directed
353,221,1,directed
353,248,1,directed
353,251,1,directed
353,253,2,directed
353,256,2,directed
353,258,4,directed
353,273,1,directed
353,276,4,directed
353,284,2,directed
353,287,3,directed
353,307,5,directed
353,331,1,directed
353,343,5,directed
353,355,1,directed
353,386,1,directed
353,394,4,directed
353,396,2,directed
353,397,2,directed
353,455,1,directed
353,456,4,directed
353,471,1,directed
353,476,1,directed
353,484,2,directed
353,497,3,directed
353,544,1,directed
353,545,2,directed
353,546,6,directed
353,547,19,directed
353,548,1,directed
353,549,19,directed
353,551,4,directed
353,552,11,directed
353,553,1,directed
353,554,8,directed
353,555,8,directed
354,22,2,directed
354,76,1,directed
354,103,1,directed
354,111,2,directed
354,130,1,directed
354,133,1,directed
354,134,1,directed
354,150,1,directed
354,178,2,directed
354,265,1,directed
354,274,1,directed
354,276,1,directed
354,472,1,directed
354,505,1,directed
354,545,5,directed
354,551,9,directed
354,553,2,directed
354,557,3,directed
355,7,2,directed
355,9,6,directed
355,22,4,directed
355,25,1,directed
355,26,1,directed
355,46,1,directed
355,58,1,directed
355,66,3,directed
355,79,4,directed
355,97,6,directed
355,111,4,directed
355,115,2,directed
355,121,1,directed
355,131,3,directed
355,135,1,directed
355,144,1,directed
355,145,4,directed
355,157,1,directed
355,158,2,directed
355,162,1,directed
355,172,1,directed
355,178,5,directed
355,185,1,directed
355,196,1,directed
355,197,2,directed
355,227,1,directed
355,232,2,directed
355,234,1,directed
355,250,1,directed
355,256,1,directed
355,258,2,directed
355,263,2,directed
355,276,2,directed
355,287,3,directed
355,295,8,directed
355,297,2,directed
355,313,1,directed
355,316,1,directed
355,317,2,directed
355,323,7,directed
355,331,1,directed
355,333,1,directed
355,339,1,directed
355,353,16,directed
355,355,1,directed
355,372,1,directed
355,395,7,directed
355,414,2,directed
355,419,1,directed
355,421,2,directed
355,438,1,directed
355,460,4,directed
355,494,2,directed
355,497,1,directed
355,506,3,directed
355,519,2,directed
355,544,1,directed
355,545,2,directed
355,551,20,directed
355,557,5,directed
356,545,1,directed
356,546,2,directed
356,547,1,directed
357,158,2,directed
357,545,5,directed
357,551,5,directed
357,557,1,directed
358,14,1,directed
358,34,1,directed
358,45,1,directed
358,62,1,directed
358,69,6,directed
358,73,1,directed
358,97,8,directed
358,127,2,directed
358,148,1,directed
358,152,1,directed
358,153,5,directed
358,176,1,directed
358,234,1,directed
358,251,1,directed
358,256,1,directed
358,263,5,directed
358,274,1,directed
358,276,4,directed
358,280,2,directed
358,287,12,directed
358,339,2,directed
358,355,1,directed
358,371,1,directed
358,388,1,directed
358,396,1,directed
358,425,1,directed
358,436,1,directed
358,456,4,directed
358,476,2,directed
358,481,1,directed
358,519,3,directed
358,541,1,directed
358,544,410,directed
358,545,25,directed
358,546,17,directed
358,547,2,directed
358,548,16,directed
358,549,7,directed
358,551,5,directed
358,552,1,directed
358,554,11,directed
358,555,4,directed
358,557,1,directed
359,396,3,directed
359,474,2,directed
359,546,1,directed
360,21,1,directed
360,34,2,directed
360,83,3,directed
360,105,2,directed
360,140,1,directed
360,179,2,directed
360,208,1,directed
360,221,1,directed
360,241,1,directed
360,273,6,directed
360,279,1,directed
360,287,1,directed
360,309,1,directed
360,317,3,directed
360,343,2,directed
360,347,2,directed
360,355,1,directed
360,360,2,directed
360,388,1,directed
360,485,1,directed
360,544,3,directed
360,545,1,directed
360,548,5,directed
360,549,1,directed
360,551,1,directed
360,552,1,directed
360,553,18,directed
360,554,3,directed
361,7,21,directed
361,14,22,directed
361,16,1,directed
361,21,1,directed
361,26,3,directed
361,38,1,directed
361,47,10,directed
361,55,1,directed
361,61,1,directed
361,62,3,directed
361,70,1,directed
361,78,1,directed
361,84,11,directed
361,86,8,directed
361,87,1,directed
361,96,1,directed
361,97,1,directed
361,112,1,directed
361,123,1,directed
361,127,4,directed
361,133,3,directed
361,138,3,directed
361,144,2,directed
361,152,8,directed
361,153,1,directed
361,156,1,directed
361,169,2,directed
361,177,2,directed
361,194,1,directed
361,216,10,directed
361,220,17,directed
361,222,15,directed
361,248,1,directed
361,252,2,directed
361,256,13,directed
361,264,1,directed
361,265,1,directed
361,267,15,directed
361,273,2,directed
361,276,3,directed
361,281,4,directed
361,296,54,directed
361,307,4,directed
361,322,1,directed
361,334,1,directed
361,343,4,directed
361,379,1,directed
361,396,1,directed
361,397,11,directed
361,400,1,directed
361,411,2,directed
361,421,1,directed
361,433,2,directed
361,479,33,directed
361,491,5,directed
361,493,14,directed
361,497,2,directed
361,503,2,directed
361,518,1,directed
361,545,27,directed
361,546,3,directed
361,548,28,directed
361,549,38,directed
361,551,31,directed
361,552,91,directed
361,553,8,directed
361,554,12,directed
361,555,7,directed
361,557,54,directed
362,19,1,directed
362,21,9,directed
362,27,9,directed
362,60,3,directed
362,125,1,directed
362,126,1,directed
362,131,2,directed
362,140,2,directed
362,214,1,directed
362,221,3,directed
362,234,2,directed
362,241,1,directed
362,264,3,directed
362,265,6,directed
362,309,7,directed
362,317,1,directed
362,346,3,directed
362,362,1,directed
362,388,1,directed
362,400,10,directed
362,451,5,directed
362,454,1,directed
362,456,12,directed
362,477,1,directed
362,511,1,directed
362,519,1,directed
362,541,1,directed
362,545,1,directed
362,546,4,directed
362,548,34,directed
362,549,1,directed
362,551,6,directed
362,552,9,directed
362,553,193,directed
362,554,7,directed
362,555,2,directed
363,20,1,directed
363,21,3,directed
363,46,1,directed
363,97,3,directed
363,123,1,directed
363,176,1,directed
363,214,3,directed
363,220,1,directed
363,241,1,directed
363,251,1,directed
363,264,1,directed
363,273,1,directed
363,276,1,directed
363,279,1,directed
363,282,2,directed
363,296,12,directed
363,309,1,directed
363,317,1,directed
363,541,1,directed
363,546,4,directed
363,548,11,directed
363,551,1,directed
363,552,1,directed
363,553,32,directed
363,554,2,directed
363,557,2,directed
364,97,1,directed
365,47,1,directed
365,66,1,directed
365,158,1,directed
365,284,1,directed
365,287,2,directed
365,414,2,directed
365,438,1,directed
365,551,13,directed
365,557,5,directed
366,54,1,directed
366,62,2,directed
366,97,1,directed
366,143,1,directed
366,176,2,directed
366,194,1,directed
366,197,1,directed
366,205,2,directed
366,221,2,directed
366,251,3,directed
366,258,1,directed
366,263,3,directed
366,276,5,directed
366,284,1,directed
366,287,2,directed
366,306,5,directed
366,347,1,directed
366,409,1,directed
366,456,6,directed
366,471,1,directed
366,485,1,directed
366,519,2,directed
366,541,1,directed
366,544,6,directed
366,545,1,directed
366,546,7,directed
366,548,3,directed
366,549,1,directed
366,554,4,directed
366,555,2,directed
367,103,1,directed
367,221,1,directed
